certificate,game,esrb_rating,platform_name,company
"5691","Daria's Inferno","T","Macintosh, Windows PC","Simon &amp; Schuster Interactive"
"5456","FIFA 2001","E","Game Boy Color","Electronic Arts"
"5464","Moto GP","E","PlayStation 2","Namco Hometek Inc."
"5452","NBA LIVE 2000","E","Game Boy Color","THQ Inc"
"5460","Nicktoons Racing","E","Windows PC, PlayStation/PS one","Hasbro Interactive"
"5426","The World is Not Enough","T","Nintendo 64, Windows PC, PlayStation 2, PlayStation/PS one","Electronic Arts"
"5449","Call to Power II","E","Windows PC","Activision"
"5454","Robin Hood","E","Game Boy Color","Electronic Arts"
"5463","Speedball 2100","E","Windows PC, PlayStation/PS one","Take 2 Interactive Software, Inc."
"5465","The Legend of Zelda: Majora's Mask","E","Nintendo 64","Nintendo"
"5440","Army Men: World War-Land Sea Air","T","PlayStation/PS one","3DO"
"5468","Buddy Brush and The Painted Circus","EC","Macintosh, Windows PC","Ideas that Play"
"5447","ChessMaster 8000","E","Windows PC","Mattel Inc."
"5448","Close Combat 5 Utah Beach","E","Windows PC","Mattel Inc."
"5435","Dinosaurus","E","Game Boy Color","Electronic Arts"
"5417","Galaxy of Games Yellow edtion","E","Windows PC","eGames Inc"
"5443","Hoyle Cards","E","Game Boy Color","Sierra Entertainment"
"5455","Madden 2001","E","Game Boy Color","Electronic Arts"
"5434","Merlin","E","Game Boy Color","Electronic Arts"
"5439","Puzzle Master","E","Windows PC","eGames Inc"
"5470","Sega Marine Fishing","E","Dreamcast, Windows PC","SEGA"
"5441","ESPN International Track and Field","E","Dreamcast, Game Boy Color, PlayStation 2","Konami Digital Entertainment"
"5420","Amazons &amp; Aliens","T","Macintosh, Windows PC","Simon &amp; Schuster Interactive"
"5427","Egypt 1156 B.C. / Pharaohs Gold","E","Windows PC","DreamCatcher Interactive, Inc."
"5445","Frogger 2","E","Game Boy Color","Majesco Entertainment"
"5404","Hot Wheels Jet 2","E","Windows PC","Mattel Inc."
"5401","Hot Wheels Slot Car Racing","E","Windows PC","Mattel Inc."
"5340","In Cold Blood","T","PlayStation/PS one","Midway Home Entertainment"
"5432","Lego Alpha Team","E","Game Boy Color, Windows PC","Lego Media"
"5444","Nicktoons Racing","E","Game Boy Color","Majesco Entertainment"
"5810","Odyssey","E","Windows PC","DreamCatcher Interactive, Inc."
"5391","Disney's Mickey Mouse Preschool","EC","Macintosh, Windows PC","Disney Interactive Studios"
"5390","Disney's Mickey Mouse Toddler","EC","Macintosh, Windows PC","Disney Interactive Studios"
"5446","NASCAR Heat","E","Game Boy Color","Majesco Entertainment"
"5411","Polaris SnoCross","E","Dreamcast, Nintendo 64, Windows PC, PlayStation/PS one","Vatical Entertainment"
"5410","SeaDoo Hydrocross","E","Game Boy Color, Nintendo 64, PlayStation/PS one","Vatical Entertainment"
"5421","Wizards &amp; Warriors","M","Windows PC","Activision"
"5450","Rollcage Stage II","E","Windows PC","Talonsoft, Inc."
"5388","Animorphs: Know the Secret","E","Windows PC","Atari"
"5422","Coaster Works","E","Dreamcast","Xicat Interactive"
"5412","Disney's Donald Duck Goin' Quackers","E","Dreamcast, Game Boy Advance, Game Boy Color, GameCube, Nintendo, Windows PC, PlayStation 2, PlayStation/PS one","Ubisoft"
"5409","Jimmy Whites Cueball","E","Game Boy Color","Vatical Entertainment"
"5431","Lego Stunt Rally","E","Game Boy Color, Windows PC","Lego Media"
"5423","SSNM Dictionary &amp; Thesarus +","E","Windows PC","Simon &amp; Schuster Interactive"
"5419","The Little Mermaid II: Pinball Frenzy","E","Game Boy Color","Nintendo"
"5355","Beyond Atlantis","E","Macintosh, Windows PC","DreamCatcher Interactive, Inc."
"5430","Mario Tennis","E","Nintendo 64, Wii U","Nintendo"
"5395","Tokyo Xtreme: Racer 2","E","Dreamcast","Crave Entertainment"
"5415","Tweety's High Flying Adventure","E","Game Boy Color","Kotobuki System Co., Ltd."
"4949","Zeitgeist","E","Windows PC","Interplay Productions Inc"
"4947","Zero Divide","T","Windows PC","Interplay Productions Inc"
"5397","3-D Ultra Radio Control Racers Deluxe","E","Windows PC","Dynamix, Inc."
"5416","Daikatana","E","Game Boy Color","Kotobuki System Co., Ltd."
"5318","Enemy Engaged: Comanche vs. Hokum","T","Windows PC","Talonsoft, Inc."
"5424","Extreme Motorcross","E","Windows PC","ValuSoft Inc."
"5343","Gradius 3 + 4","E","PlayStation 2","Konami Digital Entertainment"
"5393","Groovy Bunch of Games","E","Windows PC","3DO"
"5398","NASCAR 2001","E","PlayStation/PS one","Electronic Arts"
"5379","Power Stone 2","T","Dreamcast, Windows PC","Capcom Entertainment, Inc."
"5429","Rush 2049","E","Game Boy Color","Midway Home Entertainment"
"5396","Sierra Sports Maximum Pool","E","Dreamcast, Windows PC","Sierra Entertainment"
"5389","The Land Before Time: Return to the Great Valley","E","PlayStation/PS one","Sound Source Interactive, Inc."
"5418","Thomas &amp; Friends: Trouble on the Tracks","EC","Windows PC","Hasbro Interactive"
"5413","Walt Disney's The Jungle Book Rhythm n' Groove","E","PlayStation 2, PlayStation/PS one","Ubisoft"
"5319","Dogs of War","M","Windows PC","Talonsoft, Inc."
"5376","Gun Bird 2","T","Dreamcast","Capcom Entertainment, Inc."
"5382","Pacula's Curse /Kansylvania","E","Windows PC","Astral Entertainment Inc."
"5370","Sacrifice","M","Windows PC","Interplay Productions Inc"
"5375","Street Fighter III: Third Strike","T","Dreamcast","Capcom Entertainment, Inc."
"5385","The Sims Livin' Large","T","Windows PC","Electronic Arts"
"5327","Conker's Bad Fur Day","M","Nintendo 64","Nintendo"
"5369","Giants: Citizen Kabuto","M","Windows PC","Interplay Productions Inc"
"5386","Homeworld: Cataclysm","E","Windows PC","Sierra Entertainment"
"5377","Dino Crisis 2","M","Windows PC, PlayStation/PS one","Capcom Entertainment, Inc."
"5362","MTV Sports: TJ Lavin's Ultimate BMX","E","Game Boy Color","THQ Inc"
"5380","Resident Evil Survivor","M","Windows PC, PlayStation/PS one","Capcom Entertainment, Inc."
"5373","Scooby Doo: Classic Creep Capers","E","Game Boy Color","THQ Inc"
"5368","Sid Meier's Civil War Collection","E","Windows PC","Electronic Arts"
"5381","Lion King-Simba's Mighty Adventure","E","Game Boy Color","Activision"
"5359","Candy Land:The Game","E","Windows PC","Hasbro Interactive"
"5384","Buzz Lightyear of Star Command","E","Dreamcast, Windows PC, PlayStation/PS one","Activision"
"5383","Front Office Football 2001","E","Windows PC","Electronic Arts"
"5371","Gameday 2001","E","PlayStation/PS one","Sony Computer Entertainment America"
"5354","The Sacred Amulet","E","Macintosh, Windows PC","DreamCatcher Interactive, Inc."
"5350","3D Bowling","E","Windows PC","ValuSoft Inc."
"5351","3D Pool","E","Windows PC","ValuSoft Inc."
"5360","Croc 2","E","Game Boy Color","THQ Inc"
"5364","NASCAR Heat","E","Windows PC, PlayStation/PS one","Hasbro Interactive"
"5357","NFL 2K1","E","Dreamcast","SEGA"
"5366","WWF Royal Rumble","T","Dreamcast","THQ Inc"
"5353","Diablo II","M","Windows PC","Blizzard Entertainment"
"5358","Tonka Garage","E","Windows PC","Hasbro Interactive"
"5338","World Destruction League: Thunder Tanks","T","PlayStation/PS one","3DO"
"5365","MTV Sports: Pure Ride","E","Game Boy Color, PlayStation/PS one","THQ Inc"
"5363","Mia Hamm Soccer 64","E","Nintendo 64","Southpeak Games"
"5352","RC Revenge","E","PlayStation/PS one","Acclaim"
"5339","Who Wants to Beat Up a Millionaire","T","Windows PC","Simon &amp; Schuster Interactive"
"5306","Aidyn Chronicles: The First Mage","T","Nintendo 64","THQ Inc"
"5336","Championship Motocross 2001 Featuring Ricky Carmichael","T","PlayStation/PS one","THQ Inc"
"5348","Disney's Dinosaur","E","Dreamcast, Windows PC, PlayStation/PS one","Ubisoft"
"5345","Raycrisis","E","PlayStation/PS one","Working Design"
"5346","Road Rash","E","Game Boy Color","Electronic Arts"
"5310","Turok 3: Shadow of Oblivion","M","Nintendo 64","Acclaim"
"5322","Casino Coach","M","Windows PC","Encore Software"
"5344","Metal Fatigue","T","Windows PC","Talonsoft, Inc."
"5323","Microsoft Casino-Mirage Resorts Edition","E","Windows PC","Microsoft"
"5325","Microsoft Classic Board Games","E","Windows PC","Microsoft"
"5324","Microsoft Golf 2001 Edition","E","Windows PC","Microsoft"
"5330","Return of the Incredible Machine: Contraptions","E","Windows PC","Dynamix, Inc."
"5349","Sega GT","E","Dreamcast, Windows PC","SEGA"
"5361","Spin Jam","E","Windows PC, PlayStation/PS one","Take 2 Interactive Software, Inc."
"5337","Backyard Football","E","Game Boy Color, Macintosh, Windows PC, PlayStation/PS one","Humongous, Inc."
"5347","Battleship: Surface Thunder","E","Windows PC","Hasbro Interactive"
"5328","Galaga","E","Game Boy Color","Majesco Entertainment"
"5331","Super Bowling","E","Nintendo 64","UFO Interactive Games"
"5326","Test Drive 2001","E","Game Boy Color","Atari"
"5294","Buffy the Vampire Slayer","E","Game Boy Color","THQ Inc"
"5288","Destruction Derby Raw","E","PlayStation/PS one","Midway Home Entertainment"
"5334","Gamebreaker 2001","E","Windows PC","Sony Computer Entertainment America"
"5321","Namco Museum","E","Dreamcast","Namco Hometek Inc."
"5333","Playskool Puzzles","E","Windows PC","Hasbro Interactive"
"5329","Q-Bert","E","Game Boy Color","Majesco Entertainment"
"5311","Sega Smash Pack 2","E","Windows PC","SEGA"
"5342","Superman","E","PlayStation/PS one","Interplay Productions Inc"
"5314","Teazle 2","E","Windows PC","ARC Media"
"5332","Worms Pinball","E","Dreamcast, PlayStation/PS one","Atari"
"5303","Catechumen","T","Windows PC","N'Lighting Software Development"
"5309","Mr. Potato Head Act. Pack","E","Windows PC","Hasbro Interactive"
"5320","MTV Sports: Skateboarding Featuring Andy Macdonald","E","Game Boy Color","THQ Inc"
"5316","Operation","E","Windows PC","Hasbro Interactive"
"5308","Tonka Search+Rescue","E","Windows PC","Hasbro Interactive"
"5304","Boggle","E","Windows PC","Hasbro Interactive"
"5240","Jet Grind Radio","T","Dreamcast","SEGA"
"5305","MTV Sports: Skateboarding Featuring Andy Macdonald","E","Dreamcast, Windows PC, PlayStation/PS one","THQ Inc"
"5317","Tonka Construction 1","E","Windows PC","Hasbro Interactive"
"5335","Army Men: Sarge's Heroes 2","T","Nintendo 64, PlayStation 2, PlayStation/PS one","3DO"
"5313","Broken Land","T","Windows PC","ARC Media"
"5300","Aerowings 2: Air Strike","E","Windows PC","Crave Entertainment"
"5312","Battle Mahjong(Changing to Stratajong)","E","Windows PC","ARC Media"
"5302","Ogre Battle 64:  Person of Lordly Caliber","T","Nintendo 64","Atlus USA, Inc."
"5315","Action Bass","E","PlayStation/PS one","Take 2 Interactive Software, Inc."
"5296","Monster Rancher Battle Card","E","PlayStation/PS one","TECMO KOEI AMERICA Corporation"
"5291","NFL Quarterback Club 2001","E","Dreamcast, Nintendo 64","Acclaim"
"5299","Sydney 2000","E","Dreamcast, Game Boy Color, Windows PC, PlayStation/PS one","Eidos Interactive"
"5301","Arthur's Absolutely Fun Day!","E","Game Boy Color","Mattel Inc."
"5280","Blue's Big Musical","EC","PlayStation/PS one","Mattel Inc."
"5268","Terminus","T","Linux, Macintosh, Windows PC","Vatical Entertainment"
"5292","Turok 3: Shadow of Oblivon","E","Game Boy Color","Acclaim"
"5272","Valkyrie Profile","T","PlayStation/PS one","Enix America Inc."
"5275","Barbie as Princess Bride","E","Macintosh, Windows PC","Mattel Inc."
"5276","Barbie Pet Rescue","E","Windows PC","Mattel Inc."
"5297","Blitz 2001","E","Dreamcast, Game Boy Color, Nintendo 64, PlayStation/PS one","Midway Home Entertainment"
"5298","Chicken Run","E","Windows PC","Activision"
"5293","Dragon Warrior I&amp;II","E","Game Boy Color","Enix America Inc."
"5290","Gaunlet Legends","E","Game Boy Color","Midway Home Entertainment"
"5289","Star Trek: Starship Creator Warp II","E","Macintosh, Windows PC","Simon &amp; Schuster Interactive"
"5079","TTEX","E","Game Boy Color","Eidos Interactive"
"5283","Tyco R/C Assault with a Battery","E","Windows PC","Mattel Inc."
"5281","Wild Thornbury's","E","PlayStation/PS one","Mattel Inc."
"5690","HBO Boxing","E","PlayStation/PS one","Acclaim"
"5766","Escape from Monkey Island","T","Macintosh, Windows PC, PlayStation 2","Lucasarts"
"250","Street Slider","E","Online","Electronic Arts"
"5274","ATV: Quad Power Racing","E","PlayStation/PS one","Acclaim"
"5295","MLS Gamenight","E","PlayStation/PS one","Konami Digital Entertainment"
"5084","Ball Breakers","E","Dreamcast, Windows PC, PlayStation/PS one","Rockstar Games"
"5270","Bird Watcher","E","Windows PC","Wizard Works Group Inc."
"5277","Diva Starz","E","Macintosh, Windows PC","Mattel Inc."
"5262","Laser Tag","T","Windows PC","ValuSoft Inc."
"5273","Madden NFL 2001","E","PlayStation 2, PlayStation/PS one","Electronic Arts"
"5267","Roller Coaster Factory","E","Windows PC","ValuSoft Inc."
"5271","RPG Maker","E","PlayStation/PS one","AGETEC,Inc."
"5258","Star Wars Early Learning Activity Center","E","Macintosh, Windows PC","Lucas Learning Ltd."
"5257","Star Wars Math Jabbas Game Galaxy","E","Macintosh, Windows PC","Lucas Learning Ltd."
"5278","Wild Thornberry's Safari, So Good","E","Windows PC","Mattel Inc."
"5279","Wild Thornbury's Rambler Zoo","E","Game Boy Color","Mattel Inc."
"5284","World Series Baseball 2K1","E","Dreamcast","SEGA"
"5286","Austin Powers! Welcome to my underground Lair","T","Game Boy Color","Take 2 Interactive Software, Inc."
"5285","Austin Powers: Oh Behave","T","Game Boy Color","Rockstar Games"
"5282","Buick Courses","E","Windows PC","Electronic Arts"
"5265","Vampire Hunter D","M","PlayStation/PS one","Jaleco"
"6537","F-14 Tomcat","E","Game Boy Advance","Majesco Entertainment"
"5264","Baseball Mogul 2001","E","Windows PC","Wizard Works Group Inc."
"5266","Builders Block","E","PlayStation/PS one","Jaleco"
"5751","Cinderella","E","Windows PC","Midas Interactive Entertainment"
"5256","Countdown Vampires","M","PlayStation/PS one","Bandai Games Inc."
"5259","Muppet Monster Adventure","E","PlayStation/PS one","Midway Home Entertainment"
"5251","The Ring","M","Dreamcast","Atari"
"5238","Torneko: The Last Hope","T","PlayStation/PS one","Enix America Inc."
"5186","ECW : Anarchy Rulz","T","Dreamcast, Windows PC, PlayStation/PS one","Acclaim"
"5263","Barbie Magic Genie Bottle &amp; CD ROM","E","Windows PC","Mattel Inc."
"5250","Danger Girl","T","PlayStation/PS one","THQ Inc"
"5255","Madden NFL 2001","E","Nintendo 64, Windows PC","Electronic Arts"
"5269","X-Men: Mutant Academy","E","Game Boy Color","Activision"
"5209","102 Dalmatians: Puppies to the Rescue","E","Dreamcast, Game Boy Color, Nintendo 64, Windows PC, PlayStation/PS one","Eidos Interactive"
"5254","Bust- A-Groove 2","E","PlayStation/PS one","Enix America Inc."
"5224","Cylandia","E","Windows PC","Cybiko Inc."
"5237","Gobs of Games","E","Game Boy Color","3DO"
"5225","Lost in Labyrinth","E","Windows PC","Cybiko Inc."
"5236","Mr. Driller","E","Dreamcast","Namco Hometek Inc."
"5260","Muppet Race Mania","E","PlayStation/PS one","Midway Home Entertainment"
"5261","Schwarzschild Ex +","T","Windows PC","A.D. Vision Inc"
"5206","Seaman","T","Dreamcast","SEGA"
"5207","Test Drive Le Mans","E","Game Boy Color","Atari"
"5252","Vegas Games - Midnight + Madness: Slots and Video Edtition","E","Windows PC","3DO"
"5253","Vegas Games - Midnight Madness:Table Games","E","Windows PC","3DO"
"5222","Whitetail Extreme","T","Windows PC","ValuSoft Inc."
"5223","Action Man- Raid  on Island X-PC","E","Windows PC","Hasbro Interactive"
"5169","Clue Murder at Boddy Mansion","E","Windows PC","Hasbro Interactive"
"5245","3D Ultra Pinball Thrillride","E","Game Boy Color, Windows PC","Dynamix, Inc."
"5248","Bang!  Gunship Elite","E","Dreamcast, Windows PC","Red Storm Entertainment, Inc."
"5246","Bird Hunter: Wild Wings Edition","T","Windows PC","Wizard Works Group Inc."
"5247","Buckmasters Deer Huntings","T","Windows PC","Wizard Works Group Inc."
"4944","Darius Gaiden 2","E","Windows PC","Interplay Productions Inc"
"5239","Field &amp; Stream Trophy Bass 4","E","Windows PC","Sierra Entertainment"
"5242","Pocket GT Racing","E","Game Boy Color","Interplay Productions Inc"
"5220","Pro Bass Fishing","E","Windows PC","Atari"
"5249","Rocky Mountain Trophy Hunter 3","T","Windows PC","Wizard Works Group Inc."
"5234","Rush 2049","E","Nintendo 64, Sega Dreamcast","Midway Home Entertainment"
"5243","Test Drive Rally- Michelin Race of Champions","E","Windows PC, PlayStation/PS one","Atari"
"5244","Who Wants to be a Millionaire 2nd Edition","E","Macintosh, Windows PC","Disney Interactive Studios"
"5232","Army Men 2","E","Game Boy Color","3DO"
"5229","Deep Fighter","T","Dreamcast, Windows PC","Ubisoft"
"5230","Evolution 2 : Far Off Promise","T","Dreamcast","Ubisoft"
"5241","High Impact Paintball","T","Windows PC","Wizard Works Group Inc."
"5228","Surf Riders","E","PlayStation/PS one","Ubisoft"
"5189","Emergency: Fighters for life","E","Windows PC","GT Interactive"
"5227","NCAA Football 2001","E","N-Gage, PlayStation/PS one","Electronic Arts"
"5235","Spider Man","E","Dreamcast, Game Boy Color, Windows PC, PlayStation/PS one","Activision"
"5214","Dracula Resurrection","M","Macintosh, Windows PC, PlayStation/PS one","DreamCatcher Interactive, Inc."
"5217","Hard Trucks II","E","Windows PC","ValuSoft Inc."
"5226","PGA Championship Golf 2000","E","Windows PC","Sierra Entertainment"
"5183","Traitors Gate","E","Macintosh, Windows PC","DreamCatcher Interactive, Inc."
"5221","Desperados","T","Windows PC","ValuSoft Inc."
"5173","Sanity","T","Windows PC","Fox Interactive"
"5208","Cyber Tiger","E","Game Boy Color","Electronic Arts"
"5141","Hogs of War","T","Dreamcast, PlayStation/PS one","Infogrames"
"5139","Kiss Psycho Circus- The Nightmare Child","M","Dreamcast, Windows PC","Gathering of Developers"
"5171","Looney Tunes Racing","E","PlayStation/PS one","Atari"
"5140","Ngen Racing","E","PlayStation/PS one","Atari"
"5203","Dagger Whitewater Rafting","E","Windows PC","Head Games Publishing"
"5210","Dave Mirra Freestyle BMX","E","Dreamcast, Game Boy Color, Windows PC, PlayStation/PS one","Acclaim"
"5213","Digimon World","T","PlayStation/PS one","Bandai Games Inc."
"5204","Horse Illustrated:  Championship Season","E","Windows PC","Head Games Publishing"
"5184","Mike Tyson's Boxing","T","PlayStation/PS one","Codemasters"
"5219","Moomin's Tale","E","Game Boy Color","Sunsoft"
"5215","Rampage Through Time","T","PlayStation/PS one","Midway Home Entertainment"
"5205","Schwin Freestyle BMX","E","Windows PC","Head Games Publishing"
"5211","Spirit of Speed","E","Dreamcast","Acclaim"
"5146","Warlords Battlecry","T","Windows PC","Mattel Inc."
"5212","Who Wants To Be A Millionaire","E","PlayStation/PS one","989 Studios"
"5082","Cruis'n Exotica","E","Game Boy Color, Nintendo 64","Midway Home Entertainment"
"5187","Grand Slam Turkey Hunt","T","Windows PC","Wizard Works Group Inc."
"5185","Koudelka","M","PlayStation/PS one","Atari"
"4945","Layer Section","E","Windows PC","Interplay Productions Inc"
"5175","Mortal Kombat Special Forces","M","PlayStation/PS one","Midway Home Entertainment"
"4942","Puzzle Bobble","E","Windows PC","Interplay Productions Inc"
"5047","Tom Clancy's Rainbow Six","T","Dreamcast","Majesco Entertainment"
"4948","Toshinden 2","T","Windows PC","Interplay Productions Inc"
"5216","Vietnam Black Ops","M","Windows PC","VM Labs, Inc"
"5178","Ecco The Dolphin","E","Windows PC, Wii, Xbox 360","SEGA"
"5194","250 Great Crossword Puzzles","E","Windows PC","ValuSoft Inc."
"5193","3D Slot Car Racing","E","Windows PC","ValuSoft Inc."
"5192","Complete Atlas  Street Maps","E","Windows PC","ValuSoft Inc."
"5188","FLW Proffesional Bass Tournament 2000","E","Windows PC","Wizard Works Group Inc."
"5170","Looney Tunes Space Race","E","Dreamcast","Atari"
"5190","Bingo Bingo Bingo","E","Macintosh, Windows PC","Wizard Works Group Inc."
"5202","Deus Ex","M","Windows PC, PlayStation 2","Eidos Interactive"
"5201","Mag Force Racing","E","Dreamcast","Crave Entertainment"
"5191","World Class Bowling","E","Windows PC","Incredible Technologies, Inc."
"5147","Action Man Mission Xtreme","T","PlayStation/PS one","Hasbro Interactive"
"5172","Alien Resurrection","M","PlayStation/PS one","Fox Interactive"
"7621","Disney's Magical Quest: Starring Mickey and Minnie","E","Game Boy Advance","Nintendo"
"5182","The Ellis Island Experience","E","Windows PC","Southpeak Games"
"5176","Tonka Power Tools","E","Windows PC","Hasbro Interactive"
"5177","Metropolis Street Racer","E","Dreamcast","SEGA"
"5164","O.R.B.","E","Windows PC","Strategy First, Inc."
"5163","Submarine Titans","E","Windows PC","Strategy First, Inc."
"5154","Toca Touring Car Championship","E","Game Boy Color","THQ Inc"
"5174","Backgammon","E","Game Boy Color","Atari"
"5071","Beach Head 2000","T","Macintosh, Windows PC, PlayStation/PS one","Wizard Works Group Inc."
"5069","Ridge Racer V","E","PlayStation 2","Namco Hometek Inc."
"5070","Tekken Tag Tournament","T","PlayStation 2","Namco Hometek Inc."
"5166","Virtua Tennis","E","Dreamcast, Windows PC","SEGA"
"5074","Dark Reign 2","T","Windows PC","Activision"
"5158","Ground Control","T","Windows PC","Sierra Entertainment"
"5179","Kirby 64 The Crystal Shards","E","Nintendo 64","Nintendo"
"5156","Lemmings Revolution","E","Windows PC","Talonsoft, Inc."
"5150","Mini Car Racing","E","Windows PC","eGames Inc"
"5168","Panty Raider","M","Windows PC","Simon &amp; Schuster Interactive"
"5161","Sega Swirl","E","Dreamcast","SEGA"
"5104","Soulbringer","T","Windows PC","Interplay Productions Inc"
"5120","Battle of the Sexes","T","Windows PC","SEGA"
"5148","Computer Sound Morpher","E","Windows PC","Mattel Inc."
"5152","King of Fighters Evolution","T","Dreamcast, PlayStation/PS one","SNK Corporation of America"
"5157","Martian Gothic","M","Windows PC","Talonsoft, Inc."
"4670","Star Trek: Klingon Academy","T","Windows PC","Interplay Productions Inc"
"4824","Start Up 2000","E","Windows PC","Interplay Productions Inc"
"5108","Disney's Dinosaur Activity Center","E","Macintosh, Windows PC, PlayStation/PS one","Disney Interactive Studios"
"5153","The Last Blade","E","Neo Geo Pocket Color","SNK Corporation of America"
"5167","Flying Heroes","T","Windows PC","Talonsoft, Inc."
"5159","Peter Jacobsen's Golden Tee Golf","E","PlayStation/PS one","Wizard Works Group Inc."
"5151","Dynamite Slugger","E","Neo Geo Pocket Color","SNK Corporation of America"
"5165","Louisville Slugger/TPS City League Softball","E","Windows PC","Head Games Publishing"
"5162","Perfect Dark","T","Game Boy Color","Nintendo"
"5149","Spot and His Friends","EC","Windows PC","Hasbro Interactive"
"5138","Power Rangers Light Speed Rescue","E","Game Boy Color","THQ Inc"
"5160","Reel Deal Slots &amp; Video Poker","E","Linux, Windows PC","Phantom EFX, Inc."
"5136","The Wild Thornberrys Rambler","E","Windows PC","Mattel Inc."
"5137","Totally Angelica Boredom Busters-Rugrats","E","Windows PC","Mattel Inc."
"5132","Army Men- World War","E","Windows PC","3DO"
"5057","Gaunlet Legends","T","Dreamcast","Midway Home Entertainment"
"5134","Kurt Warner's Arena Football Unleashed","T","Dreamcast, PlayStation/PS one","Midway Home Entertainment"
"5131","VR Powerboat Racing","E","Game Boy Color","Vatical Entertainment"
"4966","You're Full of It","T","Windows PC","Hasbro Interactive"
"5119","Barbie Fashion Pack Games","E","Game Boy Color","Mattel Inc."
"5145","Gurl Frendz - Decal Parlor","E","Windows PC","Colorbok, LLC"
"5142","Gurl Frendz - Fantasitic Fingernails","E","Windows PC","Colorbok, LLC"
"5144","Gurl Frendz - Jewelry Creator","E","Windows PC","Colorbok, LLC"
"5143","Gurl Frendz - Magnet Maker","E","Windows PC","Colorbok, LLC"
"5106","Rhapsody: A Musical Adventure","E","PlayStation/PS one","Atlus USA, Inc."
"5129","Barney Magical Music","EC","Windows PC","Hasbro Interactive"
"5130","Icewind Dale","T","Windows PC","Interplay Productions Inc"
"5049","Industrial  Spy:  Operation Espionage","T","Dreamcast","UFO Interactive Games"
"5128","Tonka Workshop","E","Windows PC","Hasbro Interactive"
"5135","Warlocked","E","Game Boy Color","Nintendo"
"5109","Big Mountain 2000","E","Nintendo 64","Southpeak Games"
"5124","Covert Ops: Nuclear Dawn","M","PlayStation/PS one","Activision"
"5105","Fatal Fury 3","T","Windows PC","Interplay Productions Inc"
"5133","Gold and Glory: The Road to El Dorado","E","Game Boy Color","Ubisoft"
"5126","Indy Racing 2000","E","Nintendo 64, Windows PC","GT Interactive"
"5116","Mary Kate &amp; Ashley Get a Clue","E","Game Boy Color","Acclaim"
"5118","Mort the Chicken","E","PlayStation/PS one","Crave Entertainment"
"5090","Sprint Car Racing","E","Windows PC","Head Games Publishing"
"5127","Tenchu 2","M","PlayStation/PS one","Activision"
"5115","Test Drive V-Rally","E","Dreamcast, Windows PC","Atari"
"5111","Airport Tycoon","E","Windows PC","Talonsoft, Inc."
"5112","Lunar 2  Eternal Blue Complete Demo","T","PlayStation/PS one","Working Design"
"5121","Bust-A-Move 4","E","Dreamcast","Acclaim"
"5113","Cuddle 'n Care Baby","E","Windows PC","Mattel Inc."
"5117","I See Sue ...the T.Rex","E","Macintosh, Windows PC","Simon &amp; Schuster Interactive"
"5086","Age of Empires ll: The Conquerors Expansion","T","Windows PC","Microsoft"
"5088","Beast Wars Transmetals","T","PlayStation/PS one","BAM! Entertainment"
"5087","Beast Wars Transmetals N64","T","Nintendo 64","BAM! Entertainment"
"5093","Bomberman 64  The Second Attack!","E","Nintendo 64","Vatical Entertainment"
"5101","Breakout","E","Macintosh, Windows PC, PlayStation/PS one","Hasbro Interactive"
"5102","Frogger 2","E","Windows PC, PlayStation/PS one, Sega Dreamcast","Hasbro Interactive"
"5100","Galaga","E","Windows PC, PlayStation/PS one","Hasbro Interactive"
"5103","Pac-Man","E","Windows PC","Hasbro Interactive"
"5107","Super Magnetic Neo","E","Sega Dreamcast","Crave Entertainment"
"5114","ISS 2000","E","Nintendo 64","Konami Digital Entertainment"
"5091","3D Helicopter Coyote Hunt","T","Windows PC","Cosmi Corporation"
"5085","Martian Gothic","M","Windows PC, PlayStation/PS one","Rockstar Games"
"5098","Marvel vs. Capcom 2","T","PlayStation 2, PlayStation 3, Xbox, Xbox 360","Capcom Entertainment, Inc."
"5094","Microsoft Entertainment Pak","E","Game Boy Color","Classified Games"
"5066","Runabout 2","T","PlayStation/PS one","Hot B USA"
"5097","Strider 2","E","PlayStation/PS one","Capcom Entertainment, Inc."
"5096","Wild Arms 2","E","PlayStation 3, PlayStation/PS one, PS Vita, PSP","Sony Computer Entertainment America"
"5078","Space Channel 5","T","Dreamcast","SEGA"
"5083","Star Trek Conquest online","E","Online, Windows PC","Activision"
"5861","World Destruction League: Thunder Tanks","T","PlayStation 2","3DO"
"5095","MLB 2001","E","PlayStation/PS one","Sony Computer Entertainment America"
"5080","Qix Adventure","E","Game Boy Color","Natsume Inc."
"5077","Reel Fishing II","E","PlayStation/PS one","Natsume Inc."
"5075","Ronaldo V-Soccer","E","Game Boy","Atari"
"5063","Trick Boarder","E","Game Boy Color","Natsume Inc."
"5092","Army Men  Air Combat","T","Nintendo 64","3DO"
"5076","Dinosaur","E","Game Boy Color","Ubisoft"
"5089","SimCity 3000 Unlimited","E","Windows PC","Electronic Arts"
"5044","Star Trek: Invasion","E","PlayStation/PS one","Activision"
"5068","Armada F/X Racers","E","Game Boy Color","Metro 3D"
"5073","Evolva","T","Windows PC","Interplay Productions Inc"
"5064","Harvest Moon 2","E","Game Boy, Game Boy Color, Nintendo 3DS","Natsume Inc."
"5072","New York  Times Crosswords","E","Windows PC","Wizard Works Group Inc."
